  0:  126| [55] [√Before Chapter6]
482: 5528| [45] [「……そんな」]
483: 5533| [45] [さきほど見た恵那の笑顔が、夏彦の脳裏にちらついた。]
484: 5538| [45] [一見あんなにも、親身に接してくれたのに――]
485: 5543| [47] [夏彦]
486: 5544| [45] [（先生、ぼくらの事、信じてくれてなかったのか……？）]
487: 5549| [45] [その理由がわからない。だが何か危険な臭いがする。]
488: 5624| [85] [《このままここにいたら、保安課を呼ばれちゃうかもしれない……》]
489: 5625| [86] [ましろ]
490: 5626| [86] [《このままここにいたら、保安課を呼ばれちゃうかもしれない……》]
491: 5641| [85] [《焦らず急いで、ここから離れよう》]
492: 5642| [86] [ましろ]
493: 5643| [86] [《焦らず急いで、ここから離れよう》]
494: 5674| [47] [夏彦]
495: 5677| [45] [「……あぁ」]
496: 5682| [45] [夏彦たちは何気ない様子を装い、廊下を歩いた。]
497: 5687| [45] [監視カメラの死角を、そっと渡りながら。]
498: 5713| [47] [サリュ]
499: 5716| [45] [「……では、次はどこに行けばいい？」]
500: 5742| [47] [ましろ]
501: 5745| [45] [「まずいね……宇喜多のおじさんにも会えないし、もう頼れる大人がいないよ」]
502: 5753| [47] [夏彦]
503: 5756| [45] [「うーん……」]
504: 5761| [45] [そう言われて、夏彦は考え込んだ。]
505: 5766| [45] [するとあと１人だけ、アテがある事に気がついた。]
506: 5792| [47] [ましろ]
507: 5795| [45] [「……どうしたの夏彦、何か思いついたの？」]
508: 5803| [47] [夏彦]
509: 5806| [45] [「いや、一応……ほとんど面識ないに等しいけど」]
510: 5832| [47] [サリュ]
511: 5835| [45] [「誰？」]
512: 5843| [47] [夏彦]
513: 5846| [45] [「ましろもサリュも知ってる人だよ」]
514: 5872| [47] [サリュ]
515: 5875| [45] [「……？」]
516: 5901| [47] [ましろ]
517: 5904| [45] [「……あ！」]
518: 5909| [45] [その言葉に、ようやくましろもピンと来たらしい。]
519: 5917| [47] [夏彦]
520: 5920| [45] [「そう、追い詰められた時はやっぱり……ヒーローを頼るとしよう」]
521: 5925| [45] [そう言いながら夏彦たちは、学校を出た。]
522: 5989| [45] [学校を出てタクシーに乗り込むと、運転手が聞いてきた。]
523: 5994| [47] [運転手]
524: 5997| [45] [「次はどちらへ？」]
525: 6005| [47] [夏彦]
526: 6008| [45] [「消防署まで」]
527: 6013| [45] [運転手はうなずき、そして目的地を入力した。]
